"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe et Asie centrale (hors revenu élevé)","ECA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.7572154261312","10.8111321377462","10.8445585704557","10.8792016888434","10.8969116852589","10.8763774364942","10.6112255003312","10.421656828489","10.2279462448139","9.91472251931347","9.67915717550341","9.23941015866162","8.68291746949616","8.33997084600025","8.10352334675768","8.11231234402212","8.00986863854692","7.94252087219369","7.85675099941427","7.81289621689747","7.70502062193768","7.63596727126211","7.49977305400053","7.17285708851087","7.1282509778929","6.95202762172194","6.83340904395047","6.74888464265553","6.59635889207142","6.32802241943271","","","","","","","",
"Europe et Asie centrale","ECS","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9.14849623275554","","","","","9.58629330372026","9.67088335743705","9.65312369403134","9.62171373263942","9.56269943961753","9.15971740759307","9.02234526468","8.69287028609788","8.51642096473783","8.31981828609038","8.12405396008296","7.89855482342204","7.53812819624989","7.292636718467","7.08817320511574","7.00794070171699","7.00088082078305","6.85777764820216","6.78183757176415","6.70349338243996","6.6116915869876","6.5225705938775","6.40957153552063","6.23112968610277","6.16406730988618","6.02043874039232","5.94358236946894","5.90066304542057","5.77950527917964","5.67420377239064","5.46101056405969","5.40387357112188","5.35762816912465","4.71197636070684","","","",
"Équateur","ECU","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.87069153785706","","","","","","","","","","2.34910011291504","","","","","2.54629993438721","","","","","1.90719997882843","","","","","","","","","","1.6440999508","","","1.6000000238","","","1.5499999523","","","","","","1.5","1.7","","","","1.5","1.5","1.6","1.59","1.62","1.5","1.51","1.55","1.57","1.39","","","","","",
"Égypte, République arabe d’","EGY","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","2.14697933197021","","","","","","","","","","2.18050003051758","","","","","2.03660011291504","","","","","2.02629995346069","2.07220005989075","","","","","2.08570003509521","","2.12470006942749","2.01990008354187","2.0708999634","2.0241999626","2.0004000664","1.9292999506","","","2.0999999046","2.0999999046","","","2.1","2.1","2.1","2.17","2.17","2.2","2.2","2.1","2.08","1.73","1.73","","","","1.56","1.56","1.43","1.43","","","","",
"Zone euro","EMU","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","9.65159747146029","","","","","","","","","","9.94172140303481","","","","","9.07482005454924","","","","","8.24033712982594","8.03061532003662","7.9077125683294","7.74924287669073","7.64864869147521","7.51710258279035","7.50234875919499","7.23491491840462","7.07351884491249","6.87952326750257","6.65468219393656","6.53866215829604","6.41502046357632","6.26641732170067","6.13918575790302","6.05198852439262","5.94913291963246","5.88806159758445","5.79708858167643","5.67929844785111","5.57628998582245","5.52888268359342","5.47766296545483","5.39827775072653","5.4327990785852","5.30375039994958","5.25390732648307","5.20375822074276","4.27750893592792","","","",
"Érythrée","ERI","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","0.7","","","","","","","","","","",
"Espagne","ESP","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","4.69999980926514","","","","","","","","","5.5","5.40000009536743","5.40000009536743","5.40000009536743","5.19999980926514","5","4.90000009536743","4.80000019073486","4.80000019073486","4.69999980926514","4.69999980926514","4.5999999046","4.5999999046","4.5","4.4000000954","4.4000000954","4.3000001907","4.3000001907","4.1999998093","4.1999998093","4.0999999046","3.65","3.58","3.53","3.44","3.4","3.34","3.29","3.25","3.2","3.16","3.11","3.05","2.99","2.96","2.97","2.98","2.97","2.97","2.97","","","",
"Estonie","EST","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.1850996017456","","","","","12.2743997573853","12.2651996612549","12.1365003585815","12.0267000198364","11.9308004379272","11.6106004715","11.2891998291","9.6816997528","9.622300148","8.5613002777","8.3500003815","7.9000000954","7.7100000381","7.5799999237","7.5300002098","7.04","6.6","5.98","5.73","5.64","5.38","5.55","5.48","5.63","5.37","5.27","5.36","5.53","5.01","5.01","4.96","4.76","4.69","4.57","","","",
"Éthiopie","ETH","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.29423388838768","","","","","","","","","","0.285199999809265","","","","","0.285699993371964","","","","","0.295500010251999","","","","","","","","","","0.2415000051","","","","","","","","","","","","","","0.2","","0.2","","0.2","","","6.3","","","","0.3","0.33","","","","","",
"Union européenne","EUU","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9.51984672428522","","","","","8.87778502068409","","","","","8.19629085535381","8.00796974209575","7.74709555820454","7.60935860819467","7.54282377898774","7.30987848573347","7.29030740679155","7.06211730314092","6.86030399670882","6.66929902267873","6.53229728326464","6.57624085200623","6.37244459080371","6.3004792352401","6.19378378139278","6.11558639236581","6.02699422069996","5.94603017450084","5.88960190195502","5.80166800608698","5.707752350539","5.66113140470038","5.66110864312595","5.564824915673","5.59702999105783","5.48816528177582","5.44943914704708","5.40975353075279","4.59418975090994","","","",
"Fragile et les situations de conflit touchées","FCS","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.21425270040397","","","","","","","","","","1.19957256830775","","","","","","","","","","2.98911210561107","","","","","","","","","","2.63596524702307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlande","FIN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","15.1000003814697","","","","","","","","","","15.6000003814697","","","","","14","","","","","12.5","11.1999998093","11","10","10","9.3000001907","9.1999998093","7.9000000954","7.8000001907","7.5999999046","7.54","7.46","7.35","7.24","7.1","7.05","6.99","6.73","6.57","6.25","5.85","5.52","5.3","4.87","4.53","4.35","3.97","3.28","3.61","","","",
"Fidji","FJI","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","4.04060935974121","","","","","","","","","","2.90960001945496","","","","","3.33330011367798","","","","","2.81389999389648","2.74609994888306","","","","","","","","","","","","","","","","","","2.6","","","","","2.1","2.09","","","2.1","2.1","","2.19","","2.19","1.85","1.87","2","","","","","",
"France","FRA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","10.5","10.6000003814697","10.6000003814697","10.8000001907349","10.8999996185303","11.1000003814697","11.1000003814697","11.1000003814697","11","10.8000001907349","10.6999998092651","10.5","10.3000001907349","10.1999998092651","10.1000003814697","9.89999961853027","9.6999998093","9.6000003815","9.3999996185","9.3000001907","9.1000003815","8.8999996185","8.8000001907","8.6000003815","8.3999996185","8.3000001907","7.97","7.83","7.71","7.55","7.39","7.22","7.11","7.06","6.9","6.66","6.43","6.36","6.34","6.28","6.2","6.13","6.06","5.98","5.91","","","",
"Îles Féroé","FRO","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronésie, États fédérés de","FSM","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4672999382019","","","","","","","","","","","2.8","","","","","3.3","3.31","","","3.2","","","","","","","","","","","","",
"Gabon","GAB","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","5.71399164199829","","","","","","","","","","9.91069984436035","","","","","","","","","","","","","","","1.55200004577637","","","","","3.1937999725","","","","","","","","","","","","","","","","2","","1.3","","6.3","","","","","","","","","","","",
"Royaume-Uni","GBR","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","10.6999998092651","","","","","","","","","","9.60000038146973","","","","","","","","","","8.10000038146973","","","","","7.40000009536743","","","","","5.9000000954","5.5999999046","5.4000000954","5.0999999046","4.8000001907","4.8000001907","4.5999999046","4.5999999046","4.4000000954","4.1999998093","4.08","4.04","3.98","3.95","3.86","3.72","3.54","3.39","3.33","3.26","2.93","2.88","2.81","2.76","2.73","2.61","2.57","2.54","2.5","2.46","","",
"Géorgie","GEO","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","10.1708002090454","","","","","9.9734001159668","10.0150003433228","10.1073999404907","9.99349975585938","9.99569988250732","9.7974996567","9.7981004715","10.0087003708","9.3910999298","9.6758003235","7.6599998474","5.6700000763","5.8600001335","5.7100000381","5.6900000572","4.81","4.45","4.2","4.19","4.12","3.92","3.74","3.32","3.21","3.09","2.99","2.81","2.53","2.59","2.89","","","","","","","",
"Ghana","GHA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.779893696308136","","","","","","","","","","1.32280004024506","","","","","1.25080001354218","","","","","","","","","","1.56700003147125","","","","","1.4600000381","","","","","","","","","","","","","","","0.9","","","","0.9","","0.9","","","","","","","","","","",
"Gibraltar","GIB","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinée","GIN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.739158153533936","","","","","","","","","","1.75849997997284","","","","","","","","","","","","","","","","","","0.584100008010864","","0.5507000089","","","","","","","","","","","","","","","0.3","","","","","","0.3","","","","","","","","","","",
"Gambie","GMB","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.18181812763214","","","","","","","","","","","","","","","","","","","","","","","","","1.65779995918274","","","","","0.6108999848","","","","","","","","","","","","","","","0.8","","","","1.1","","1.1","","","","","","","","","","",
"Guinée-Bissau","GNB","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.62118494510651","","","","","","","","","","1.57459998130798","","","","","","","","","","1.8860000371933","1.97169995307922","","","","","","","","","1.4779000282","","","","","","","","","","","","","","","","","0.7","","1","","","","","","","","","","","","",
"Guinée équatoriale","GNQ","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","4.99603176116943","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80299997329712","","","","","","","","","","","","","1.1","","","","2.2","","","","1.9","2.1","","","","","","","","","","","",
"Grèce","GRC","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","5.80000019073486","","","","","","","","","","6.19999980926514","","","","","","","","","","6.19999980926514","","","","","5.5","5.30000019073486","5.19999980926514","5.19999980926514","5.09999990463257","5.0999999046","5","5","5","4.9000000954","4.9000000954","4.9000000954","4.9000000954","4.8000001907","4.6999998093","4.77","4.81","4.75","4.74","4.73","4.78","4.87","4.88","4.84","4.93","4.48","4.47","4.45","4.24","4.24","4.25","4.2","4.21","4.2","","","",
"Grenade","GRD","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","6.22222232818604","","","","","","","","","","7.2536997795105","","","","","","","","","","5.771399974823","","","","","","","","","","8","","","8.1778001785","","5.5","5.2699999809","","","","6.2","","6.9","5.6999998093","","4.1","","2.6","2.6","2.4","","3.6","3.58","3.81","3.8","3.78","3.58","3.57","","","","",
"Groenland","GRL","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","14.3534002304077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","2.6310875415802","","","","","","","","","","2.17109990119934","","","","","2.00270009040833","","","","","","","","","","","1.72119998931885","","","0.877799987792969","1.1000000238","","","1.1000000238","","","0.9800000191","","","","","","0.5","","","0.7","","0.7","0.6","0.6","0.6","0.66","0.61","","0.62","0.58","","0.44","","","","",
"Guam","GUM","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","5.5746922492981","","","","","","","","","","4.76300001144409","","","","","4.97279977798462","","","","","","","","","","3.49200010299683","","","","","","","","3.0999999046","","3.1","3.8699998856","","","","","2.9","","","","2.8","2.5","1.9","","2","","","","","1.72","","1.71","","","","","",
"Revenu élevé","HIC","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","8.88472997929906","","","","","","","","","","9.08786089909361","","","","","","","","","","8.40778669056555","","","","","8.19320058953233","","","","","6.3552666268573","6.53887843602125","6.20535526394502","7.22430384424121","7.26851879886456","7.08427790947169","6.85584559647175","6.72205460295845","6.69007882612177","6.56184033311688","6.13234842230581","6.15757596163498","5.98454079351328","5.89950956648342","5.84349854863928","5.74016271961017","5.68388149566724","5.66419761306436","5.58669340505412","5.51811967415857","5.43817058628266","5.39301253365771","5.3957760997974","5.34139490994043","5.37876171811061","5.26468839105074","5.23954157534797","5.28097089410221","","","","",
"Chine, RAS de Hong Kong","HKG","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","2.64033937454224","","","","","","","","","","4.17829990386963","","","","","5.04129981994629","","","","","4.02099990844727","4.10979986190796","","","","4.89090013504028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.64625132083893","","","","","","","","","","1.75310003757477","","","","","1.7036999464035","","","","","1.32410001754761","","","","","1.30949997901917","","","","","1.0067000389","","","0.8000000119","","","1.0599999428","","","","","","1","","","","","","0.7","0.8","0.8","0.62","0.62","0.65","0.63","0.66","0.64","0.64","","","","",
"Pays pauvres très endettés (PPTE)","HPC","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.52103236056984","","","","","","","","","","1.42721386858201","","","","","1.52145513437624","","","","","","","","","","","","","","","1.00412217245483","","","","","","","","","","","","","","","","0.747425658309098","","","","","","","","","","","","","","","",
"Croatie","HRV","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","7.23479986190796","7.30810022354126","7.42350006103516","7.46519994735718","7.44659996032715","7.45429992675781","7.40259981155396","7.4225001335144","7.44169998168945","7.39300012588501","7.3777999878","6.5201001167","6.210100174","6.071199894","5.9095001221","5.75","6.1900000572","6.0100002289","6.0599999428","5.9299998283","6.15","6","5.67","5.61","5.53","5.45","5.62","5.65","5.63","5.53","5.78","5.84","5.89","5.86","5.91","5.56","5.49","5.54","","","","",
"Haïti","HTI","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.608832836151123","","","","","","","","","","0.784300029277802","","","","","0.776000022888184","","","","","0.740499973297119","","","","","0.723100006580353","","","","","0.7555999756","","","0.7990999818","","","0.7099999785","","","","0.7","","","","","","","1.3","","","","","","0.71","","","","","","","","",
"Hongrie","HUN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3000001907","8.8000001907","8.8000001907","8","8.1000003815","8.1000003815","8.16","7.92","7.91","7.9","7.89","7.91","7.98","7.19","7.11","7.14","7.18","7.19","7","7.04","6.98","6.99","7","7.02","7.01","","","",
"BIRD seulement","IBD","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","1.54110492140815","","","","","1.61867490224608","","","","","2.27755217391671","2.22492952218929","","","","2.86799742206163","","3.06600614555805","","","3.48875971105386","2.80153512513598","","","","","","","","","2.18731889189053","2.06304762941496","1.99033564298316","2.15666449424611","","2.07581369296351","2.04170879918659","2.01254393222201","2.0512773073561","2.01003207730266","2.08883618714075","2.16244977334852","2.24300761596524","2.338605789636","2.3513056334829","2.34586947546423","2.38560071736784","2.49840350087888","","","","",
"BIRD et IDA","IBT","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","1.43512914474098","","","","","1.54587493201781","","","","","2.09821613852318","","","","","2.81636893814687","","","","","2.99703781911518","2.68032901630728","","","","","","","","","2.07442402737004","1.93202584615157","1.860684775589","2.08630721427147","","1.9041054232284","1.94676364237608","1.94856270767285","1.93375036919134","1.92661735988884","1.95318000689263","2.08309055386192","2.12605021233747","2.2228446160222","2.20014609246399","2.11396607372687","2.15445427815652","2.32733582541812","","","","",
"IDA totale","IDA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.09657665447917","","","","","","","","","","0.976499035653444","","","","","","","","","","1.14922708895382","","","","","","","","","","1.37829320252314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA mélange","IDB","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.789551890984662","","","","","","","","","","0.926309437860794","","","","","0.879476178460053","","","","","1.64423809658693","","","","","","","","","","2.0772731078183","","","","","","","","","","1.26909291112236","","","","1.00720447125817","","","","","","","","","","","","","","","","","",
"Indonésie","IDN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.740457057952881","","","","","","","","","","0.654600024223328","","","","","0.818300008773804","","","","","","","","","","0.556800007820129","","","","0.702600002288818","0.665199995","0.6686000228","0.6650000215","0.6575999856","0.6600999832","","","","0.6","","","","0.6","","","","","","","0.59","0.57","0.62","0.83","0.99","0.94","0.98","0.99","1.04","","","","",
"IDA seulement","IDX","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.26412026132965","","","","","","","","","","0.999331800446523","","","","","","","","","","","","","","","","","","","","0.97630507488396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Île de Man","IMN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.84498372951453","","","","","","","","","","1.91323133169579","","","","","","","","","","1.75615659502416","1.75411209504075","","","","","","","","","1.75223833073534","","","","","","","","","","","","","","","1.76939461735904","1.58474325890611","","","1.58427938375929","","","","","","","","","","","","",
"Inde","IND","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.458986908197403","","","","","","","","","","0.604499995708466","","","","","0.588199973106384","","","","","0.769699990749359","0.769400000572205","","","","0.769200026988983","","0.718200027942657","","","","0.7870000005","","","","","","","","","0.65","0.64","0.63","0.8999999762","","0.41","0.42","0.41","0.41","0.44","0.47","0.63","0.49","0.49","0.52","0.58","0.48","0.53","","","","",
"Non classifié","INX","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlande","IRL","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9","9","8.80000019073486","8.60000038146973","8.39999961853027","8.19999980926514","7.90000009536743","7.19999980926514","6.40000009536743","6.19999980926514","6.0999999046","6","5.6999998093","5.5","5.3000001907","5.1999998093","5.0999999046","4.9000000954","4.8000001907","4.6999998093","6.13","5.86","5.78","5.67","5.64","5.46","5.26","5.1","4.85","2.83","2.73","2.62","2.54","2.56","2.57","2.92","2.96","2.97","2.97","","","",
"Iran, République islamique d’","IRN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.92567503452301","","","","","","","","","","1.37960004806519","","","","","","","","","","1.4805999994278","1.51559996604919","","","","","","1.51049995422363","1.48370003700256","","1.4330999851","","","","","","1.6000000238","","","","1.59","1.59","1.63","1.63","1.63","1.72","1.72","1.72","1.38","1.38","1.74","1.74","1.5","1.5","1.5","1.5","1.7","1.56","","","","",
"Iraq","IRQ","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.85803997516632","","","","","","","","","","1.95099997520447","","","","","","","","","","1.94640004634857","1.89310002326965","","","","","","","","1.71389997005463","1.6596000195","","","","","","","","1.4500000477","","1.2","1.3","1.27","1.31","1.33","1.3","1.3","1.33","1.26","1.27","1.3","1.3","1.3","1.3","1.38","1.38","1.3","1.32","","","","",
"Islande","ISL","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","9.80000019073486","","","","","","","","","","12.8999996185303","","","","","","","","","","14.8000001907349","","","","","15.8000001907349","","","","","16.7000007629","16.2999992371","15.8999996185","14.8000001907","14.6999998093","14.6000003815","","","","","","","7.5","","","","5.3391","4.12","3.91","3.7","3.58","3.29","3.25","3.22","3.16","3.12","3.13","3.06","2.87","2.83","","",
"Israël","ISR","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","6.73793745040894","","","","","","","","","","","","","","","8.07929992675781","","","","","6.79739999771118","6.72940015792847","6.76660013198853","6.54349994659424","6.49660015106201","6.50950002670288","6.38019990921021","6.2898998260498","6.31689977645874","6.28369998931885","6.2431998253","5.9699997902","5.9895000458","6.0778999329","6.1012001038","5.9800000191","6.0300002098","6.0500001907","6.0999999046","6.1199998856","3.85","3.86","3.81","3.86","3.8","3.73","3.4","3.35","3.3","3.19","3.16","3.14","3.1","3.09","3.08","3.03","2.99","3.02","2.98","","","",
"Italie","ITA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","8.89999961853027","9","9.19999980926514","9.30000019073486","9.5","9.60000038146973","9.69999980926514","9.89999961853027","10.1000003814697","10.3000001907349","10.6000003814697","10.6000003814697","10.6000003814697","10.5","10.6000003814697","10.6000003814697","10.3999996185303","10.3000001907349","10","9.80000019073486","9.60000038146973","9.39999961853027","9.10000038146973","8.89999961853027","8.5","8.30000019073486","8","7.80000019073486","7.5","7.09999990463257","7.1999998093","6.8000001907","6.9000000954","6.6999998093","6.5999999046","6.3000001907","6.5","5.9000000954","5.5","4.9000000954","4.71","4.61","4.44","4.18","4.02","4.04","3.99","3.91","3.79","3.69","3.64","3.52","3.42","3.31","3.21","3.2","3.17","3.18","3.14","","","",
"Jamaïque","JAM","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","4.14548826217651","","","","","","","","","","4.10489988327026","","","","","4.99949979782104","","","","","","","","","","3.33330011367798","","","","2.40009999275208","2.2000000477","","","2.1003000736","","2.1","2.1199998856","","","","","1.5","1.5","1.3999999762","1.8","1.7","2","1.7","","1.7","1.76","","1.67","1.66","","1.69","1.78","1.72","","","","",
"Jordanie","JOR","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","3.60545015335083","","","","","","","","","","1.12800002098083","","","","","1.02600002288818","","","","","1.25769996643066","1.2063000202179","","","","1.20550000667572","","","","","1.7977999449","","","","1.6302000284","","","1.7999999523","","","1.7","1.7","1.7","1.7","1.7","1.7","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.8","1.89","1.38","1.4","1.47","","","","",
"Japon","JPN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","9","","","","","","","","","","12.5","","","","","","","","","","13.6999998092651","","","","","14.6999998092651","","","","","","","","15.6000003815","15.5","15.3999996185","15.1999998093","15.1000003815","15","14.8000001907","14.69","14.58","14.43","14.26","14.2","14.08","13.97","13.87","13.71","13.62","13.51","13.4","13.35","13.3","13.21","13.17","13.11","13.05","12.98","","","",
"Kazakhstan","KAZ","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","13.0934000015259","13.229100227356","13.3114995956421","13.3694000244141","13.5123996734619","13.5857000350952","13.5607004165649","13.5560998916626","13.5441999435425","13.6300001144409","13.6660995483","13.7089996338","13.4618997574","13.1665000916","12.1447000504","11.6499996185","10.3299999237","8.4499998093","8.1899995804","7.25","7.19","6.97","7.02","7.7","7.77","7.76","7.78","7.72","7.71","7.61","7.29","7.11","7.01","6.72","6.06","","","","","","","",
"Kenya","KEN","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","1.25048005580902","","","","","","","","","","1.26429998874664","","","","","1.25","","","","","","","","","","1.70710003376007","","","","1.43620002269745","1.6471999884","","","","","","","","","","","","1.9","","1.4","","1.4","","","","1.4","","","","","","","","","","","",
"République kirghize","KGZ","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.0114002227783","12.1184997558594","12.1033000946045","11.9364995956421","11.9771003723145","12.0304002761841","12.0309000015259","12.0642004013062","11.9474000930786","11.9720001220703","11.9772996902","12.0579996109","11.9320001602","10.7455997467","9.6052999496","8.6400003433","8.4099998474","8.6000003815","8.3000001907","7.4699997902","7.04","6.15","5.53","5.31","5.14","5.12","5.09","5.06","5.01","4.83","4.76","4.7","4.64","4.51","4.41","","","","","","","",
"Cambodge","KHM","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","0.746548891067505","","","","","","","","","","1.0809999704361","","","","","","","","","","","","","","","","","","2.09870004653931","","2.0720999241","","","","","","","","","","","0.6","","","0.1","","","","","","0.84","0.7","","0.7","","0.8","0.9","","","","","",
"Kiribati","KIR","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","6.36363649368286","","","","","","","","","","12.3312997817993","","","","","","","","","","5.09469985961914","4.76830005645752","","","","","","","","","4.2718000412","","","","","","","","1.7999999523","","","","","","1.5","1.51","","","","1.5","1.4","1.3","","","","1.9","1.86","","","","","",
"Saint-Kitts-et-Nevis","KNA","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","3.8627450466156","","","","","","","","","","5.94649982452393","","","","","","","","","","8.53600025177002","","","","","","","","","","9.1999998093","","","","","6.4","6.3600001335","","","","","4.3","5.5","5.5","6","5.7","","","5.5","6","4.8","4.8","2.3","","","","","","","","","",
"Corée, République de","KOR","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","1.70000004768372","","","","","2.40000009536743","","","","3","3.0999999046","3.2999999523","3.5","3.7000000477","4.0999999046","4.4000000954","4.5999999046","4.8000001907","5.0999999046","5.5999999046","4.65","4.45","4.83","5.09","5.42","5.9","6.48","7.24","7.73","8.19","8.74","9.53","10.25","10.92","11.59","11.61","11.98","12.27","12.43","","","",
"Koweït","KWT","Lits d’hôpital (pour 1 000 personnes)","SH.MED.BEDS.ZS","6.79856109619141","","","","","","","","","","4.83470010757446","","","","","","","","","","4.144700050354","","","","","","","","","2.98539996147156","","","","","","","","2.7599999905","","","2.4","2.3","2.2","2.2","2.1","1.9","1.9","1.9","1.8","1.8","2","1.85","2.2","2.2","2.04","2.04","2.04","2.04","","","","",
