BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;GEN;792;1016;1;IAO;49850;5648;12646;15557;3951;1473;31;24;0;;;;354;62;12;;16;5856;9020;3990;5879;1;1
URGENCES2;2020;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;GEN;252;840;1;IAO;21569;2111;4448;2195;;;;;;;;;;;;;8;2920;1035;276;820;1;1
URGENCES2;2020;290000025;CHIC QUIMPER;290020700;GEN;551;1467;1;IAOMAO;51501;5866;11200;13841;3191;2380;;;;;;;1070;394;11;;24;8784;3559;1068;2615;1;1
URGENCES2;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;277;750;1;IAO;29087;3507;6471;8024;2182;1517;1329;32;104;;;;253;40;28;;10;1977;1323;121;1417;1;1
URGENCES2;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;PED;304;678;1;IAOMAO;19700;;;;;;;;;;;;;;;3683;8;1680;1353;432;927;;
URGENCES2;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;GEN;71;147;1;IAO;5517;803;969;709;334;17;;;;;;;48;24;;;;;;;;1;1
URGENCES2;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;253;427;1;IAO;15134;2510;1452;2802;1333;17;217;13;4;;;;146;34;4;;4;1464;1399;409;1068;0;1
URGENCES2;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;GEN;218;448;1;IAO;12522;2534;1427;3317;1513;17;0;0;0;;;;361;65;39;;2;732;1277;641;694;;
URGENCES2;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;GEN;336;341;1;IAO;11912;2981;1222;3864;1889;36;0;0;0;0;0;0;97;0;0;;4;1464;1419;283;1240;1;1
URGENCES2;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;GEN;445;700;1;IAO;15233;1629;653;2975;979;40;29;0;1;;;;457;212;9;;6;1988;1828;372;1588;1;1
URGENCES2;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;336;420;1;IAO;12988;;;2598;;;15;;;0;;;171;;;;2;732;1495;1168;327;;
URGENCES2;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;273;487;1;IAO;18213;3108;3113;4547;2027;41;23;6;0;;;;17;1;2;;7;2555;1862;532;1727;1;1
URGENCES2;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;650;1583;1;IAO;45996;10320;;16969;6797;;2291;;;;;;291;;;;16;5856;4050;404;4978;1;1
URGENCES2;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;GEN;297;579;1;IAO;31314;2332;5101;2954;;;;;;;;;433;;;;6;2196;858;541;317;1;0
URGENCES2;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;GEN;444;2016;1;MAO;29052;3476;3267;7273;2041;558;105;79;0;;;;1099;607;28;;8;2920;1515;394;1800;1;1
URGENCES2;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;GEN;186;186;1;IAO;12387;924;2209;2323;514;128;;;;;;;52;4;19;;4;;1109;740;369;1;1
URGENCES2;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;450;1095;1;IAO;28051;3489;3253;;;;;;;;;;;;;;6;2190;4036;2213;2142;1;1
URGENCES2;2020;2B0005359;CH CALVI;2B0005342;GEN;336;336;1;IAO;12703;1056;2549;2090;536;79;;;;;;;;;;;3;1095;1944;1105;875;1;1
URGENCES2;2020;300000023;CH ALES CEVENNES;300780046;GEN;336;840;1;IAO;37219;6737;6864;8769;;;240;;;0;0;0;103;;;;8;2920;4042;1053;3258;1;1
URGENCES2;2020;300000031;CH LOUIS PASTEUR;300780053;GEN;117;238;1;IAO;27391;3157;6397;5661;1697;658;0;0;0;0;0;0;335;41;38;;6;2330;1942;847;1271;1;1
URGENCES2;2020;300780137;NOUVELLE CL BONNEFON;920028396;GEN;168;252;1;IAO;10256;598;1376;1142;;;0;;;0;;;;;;;2;;471;327;144;1;1
URGENCES2;2020;300782117;CHU NIMES CAREMEAU;300780038;GEN;674;1603;1;IAO;74307;8368;3777;24412;;;173;;;;;;326;;;;10;3650;9823;7516;2700;1;1
URGENCES2;2020;300782117;CHU NIMES CAREMEAU;300780038;PED;252;0;1;IAO;15988;;;;;;;;;;;;;;;3972;1;365;1323;1225;98;;
URGENCES2;2020;300788502;POLYCL GRAND SUD;300017985;GEN;228;228;1;IAO;19366;990;4265;3146;394;214;;;;;;;;;;;5;1825;1;0;1;0;1
URGENCES2;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;GEN;336;420;1;IAO;19195;3761;3197;5905;2421;147;;;;;;;;;;;6;2196;2944;1306;1714;1;1
URGENCES2;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;PED;590;1200;1;IAO;38912;;;;;;;;;;;;;;;5485;14;5124;;;;;
URGENCES2;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;GEN;240;576;1;IAO;22290;3804;2109;;;;;;;;;;;;;;6;2190;1497;666;898;1;1
URGENCES2;2020;310780283;CL DE L'UNION;310000112;GEN;260;694;1;IAO;29215;4002;2424;;;;;;;;;;;;;;10;3650;2147;256;2485;1;0
URGENCES2;2020;310780382;CL AMBROISE PARE;310000179;GEN;168;168;0;;12971;1116;705;2254;497;36;;;;;;;;;;;2;730;379;208;172;1;1
URGENCES2;2020;310781000;CL DES CEDRES;310788880;GEN;308;742;1;IAO;21545;2912;1115;8063;633;;;;;;;;;;;;6;2196;3523;2064;1482;1;1
URGENCES2;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;GEN;271;455;1;IAO;11595;413;409;690;;;0;;;0;;;540;;;;5;1825;734;215;603;1;0
URGENCES2;2020;310781505;CL D'OCCITANIE;310000492;GEN;240;464;1;IAO;24469;1614;4113;;;;;;;;;;;;;;6;2190;1668;1025;644;1;1
URGENCES2;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;GEN;1227;3649;1;IAO;62231;7368;2927;9529;3084;206;294;1;11;;;;2474;431;54;;34;9244;3976;1060;4800;1;1
URGENCES2;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;GEN;692;1743;1;IAOMAO;33407;5299;854;7731;2065;91;2;;;;;;867;325;3;;14;4758;2616;1394;1485;1;1
URGENCES2;2020;320000086;CH AUCH EN GASCOGNE;320780117;GEN;336;588;1;IAO;18386;3846;2805;7254;2575;546;0;0;0;0;0;0;326;45;18;;3;1098;2368;1516;942;1;1
URGENCES2;2020;320000102;CH DE CONDOM;320780133;GEN;168;168;0;;8069;1400;1445;351;246;0;24;24;0;;0;0;665;209;50;;2;730;678;467;212;1;1
URGENCES2;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;GEN;408;680;1;IAOMAO;31755;4852;5552;8590;2851;570;;;;;;;;;;;6;2190;4302;1963;2640;;1
URGENCES2;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;GEN;168;252;1;IAO;14117;2246;2024;5015;1560;185;0;0;0;;;;451;54;55;;3;1098;2446;1751;701;1;1
URGENCES2;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;GEN;672;504;1;IAO;25628;3726;4412;7105;2246;177;90;74;;9;5;;406;102;65;;5;1830;3871;2118;1955;0;
URGENCES2;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;GEN;428;1001;1;IAO;33279;5977;9391;15635;4378;1658;311;16;10;;;;;;;;8;;8031;2943;5854;1;1
URGENCES2;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;GEN;128;84;1;IAO;5874;1022;1709;1658;431;72;6;0;0;;;;;;;;2;;1379;964;436;0;0
URGENCES2;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;GEN;252;668;1;IAO;24276;1512;3246;2316;604;96;;;;;;;692;168;42;;8;2928;6719;4297;2674;1;1
URGENCES2;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;GEN;371;672;1;IAO;30120;3653;3397;3750;;;;;;;;;;;;;5;1830;8915;5900;3427;1;1
URGENCES2;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;GEN;168;168;1;IAO;16532;2124;2850;5036;1205;271;;;;;;;846;115;71;;4;1460;4543;3282;1295;1;1
URGENCES2;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;GEN;420;383;1;IAO;24751;3478;1421;8246;2364;84;;;;;;;869;270;14;;12;4380;5620;3044;2970;1;0
URGENCES2;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;GEN;168;504;1;IAO;17413;3845;2158;3167;1302;66;0;0;0;0;0;0;574;82;60;;4;1464;3275;2264;1011;1;1
URGENCES2;2020;330781303;HIA ROBERT PICQUE;750821092;GEN;379;672;1;IAOMAO;17265;1739;423;2560;1065;9;9;4;0;;;;1856;736;16;;4;1460;2823;494;2536;1;1
URGENCES2;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;GEN;268;942;1;IAO;17504;2659;642;7428;2241;133;;;;;;;1;;;;8;2920;2412;1327;1122;1;0
URGENCES2;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;GEN;753;1919;1;IAO;48211;5531;2676;23462;4717;903;;;;;;;69;9;3;;9;3240;8727;5100;3640;1;0
URGENCES2;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;PED;429;672;1;IAO;31959;;;;;;;;;;;;;;;8236;8;2920;2293;1875;418;;
URGENCES2;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;GEN;168;336;0;;5225;902;45;3531;766;12;;;;;;;5;;;;4;1400;3483;2357;1198;0;0
URGENCES2;2020;340000033;CH BEZIERS;340780055;GEN;615;1405;1;MAO;54408;6714;16010;15445;3537;2031;704;28;36;;;;;;;;6;2190;5529;2954;2691;1;1
URGENCES2;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;544;834;1;IAOMAO;30151;4614;4240;7829;2593;478;10;1;0;0;0;0;;;;;9;3294;4440;1786;2903;1;0
URGENCES2;2020;340015502;CL DU MILLENAIRE;340000512;GEN;294;588;1;IAO;23507;1697;1274;3715;1067;18;;;;;;;;392;5;;7;2555;2442;1692;767;1;1
URGENCES2;2020;340015965;POLYCL ST PRIVAT;340000074;GEN;252;370;1;IAO;21431;2106;3136;4241;973;147;;;;;;;480;186;7;;2;730;665;634;31;1;1
URGENCES2;2020;340022979;POLYCL ST ROCH;340000306;GEN;252;504;1;IAO;39790;1453;13793;1364;453;77;;;;;;;560;32;191;;5;1261;1259;861;406;1;1
URGENCES2;2020;340780147;POLYCL DES TROIS VALLEES;340000108;GEN;168;217;1;IAO;9174;769;1977;801;;;;;;;;;;;;;2;732;425;425;0;1;1
URGENCES2;2020;340780154;POLYCL PASTEUR;340000116;GEN;168;217;1;IAO;10694;1030;1951;1092;413;31;;;;;;;;;;;2;732;376;369;7;1;1
URGENCES2;2020;340780634;CL ST JEAN;340000272;GEN;336;504;1;IAO;19181;1248;7086;2037;537;365;;;;;;;;;;;10;2019;568;454;120;1;1
URGENCES2;2020;340780642;CL BEAU SOLEIL;340785856;GEN;168;252;0;;10677;1291;585;1451;411;17;;;;;;;;;;;4;321;211;109;106;1;1
URGENCES2;2020;340780667;CL DU PARC;340000280;GEN;238;495;1;IAO;16384;2453;838;2673;1111;27;;;;;;;;;;;8;2920;285;110;216;1;1
URGENCES2;2020;340780717;CL ST LOUIS;340023225;GEN;168;168;1;IAO;11645;2795;2128;1444;609;20;;;;;;;;;;;1;365;407;225;182;1;1
URGENCES2;2020;340780725;CL VIA DOMITIA;340000330;GEN;238;406;1;IAO;21400;1574;4274;1097;348;13;;;;;;;1196;50;0;;6;2072;839;110;822;1;1
URGENCES2;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;GEN;862;2347;1;IAOMAO;79790;9025;4567;13846;3002;473;1532;434;84;;;;973;293;0;;30;9267;8933;2654;7807;;
URGENCES2;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;PED;310;504;1;IAO;23861;;;;;;;;;;;;;;;3891;7;2116;1130;401;768;;
URGENCES2;2020;350000121;CHP SAINT GREGOIRE;350000303;GEN;351;790;1;IAO;34522;5143;2909;5831;206;1250;;;;;;;;;;;6;2190;934;447;510;;
URGENCES2;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;322;509;1;IAOMAO;35294;5350;5753;14680;4098;1263;429;12;83;;;;237;75;44;;11;3874;3045;597;3379;0;1
URGENCES2;2020;350000154;C.H FOUGERES;350000030;GEN;453;545;1;IAO;23195;3485;5328;4892;2055;568;7;4;0;0;0;0;460;92;37;;8;2388;2018;519;1803;1;1
URGENCES2;2020;350000162;CHIRC SITE REDON;350000048;GEN;336;420;1;IAO;19434;2886;3423;6486;2056;442;227;5;1;;;;369;43;37;;4;1464;5609;3070;3009;1;1
URGENCES2;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;GEN;336;358;1;IAO;16851;2656;3273;3944;;;;;;;;;;;;;4;1464;892;185;804;1;1
URGENCES2;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;GEN;644;1596;1;;72883;9166;3436;18524;5167;211;;;;;;;3766;1412;113;;19;6808;7269;4205;3218;1;1
URGENCES2;2020;350005146;HOPITAL PRIVE SEVIGNE;350000733;GEN;259;424;1;IAO;23190;2303;3651;3471;1025;109;;;;;;;152;27;5;;4;1464;478;111;367;1;1
URGENCES2;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;PED;300;1250;1;IAO;27351;;;;;;;;;;;;;;;4408;8;2560;2161;538;2115;;
URGENCES2;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;GEN;168;168;1;IAO;11209;1499;2280;;;;;;;;;;;;;;6;2190;1381;874;550;0;0
URGENCES2;2020;360000137;CH CHATEAUROUX;360000053;GEN;564;756;1;IAO;39731;6268;8157;8849;3181;557;71;2;20;0;0;0;464;140;32;;10;10;2307;550;2368;1;1
URGENCES2;2020;360000160;CH DU BLANC;360000053;GEN;168;168;1;IAO;7502;1332;1374;1438;675;16;31;2;3;;;;242;46;36;;3;1095;326;79;326;1;1
URGENCES2;2020;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;GEN;252;730;1;IAO;19066;3701;1089;4159;294;20;;;;;;;;;;;10;3660;2747;337;3500;;
URGENCES2;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;PED;168;773;1;IAO;24696;;;;;;;;;;;;;;;3540;8;2928;1271;216;1146;;
URGENCES2;2020;370000531;CH DU CHINONAIS;370000606;GEN;218;374;1;IAO;14252;2356;2011;3623;1330;44;258;9;9;0;0;0;290;79;12;;6;2196;2203;631;1732;0;1
URGENCES2;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;138;380;1;IAO;14337;2486;2151;2281;1131;11;70;4;2;;;;627;127;48;;4;1460;1611;922;716;1;0
URGENCES2;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;336;420;0;;11539;;;1796;918;23;;;;;;;;;;;4;1464;1106;188;1112;1;0
URGENCES2;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;168;1680;1;MAO;44464;7968;1319;16858;4952;281;;;;;;;;;;;18;6570;10746;3126;7736;1;1
URGENCES2;2020;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;GEN;228;468;1;IAO;18465;2592;1495;2474;;;;;;;;;;;;;5;1825;372;121;255;0;0
URGENCES2;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;GEN;168;168;;;6135;1227;1090;104;;;1;;;;;;1;;;;;;;;;1;1
URGENCES2;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;GEN;684;1204;1;IAO;43715;4616;10047;13695;2973;1281;22;;22;;;;885;88;118;;15;5475;7045;2775;5538;1;1
URGENCES2;2020;380000042;CH YVES TOURAINE;380780056;GEN;238;476;1;IAO;14827;1914;2898;2373;962;27;12;7;0;;;;;;;;2;732;1517;782;795;1;1
URGENCES2;2020;380000067;HOPITAL NORD - CHU38;380780080;GEN;833;1848;1;IAO;58516;7516;393;11089;3541;58;;;;;;;928;70;6;;20;7300;21529;10782;11645;1;1
URGENCES2;2020;380000067;HOPITAL NORD - CHU38;380780080;PED;400;840;1;IAO;25698;;;;;;;;;;;;;;;1623;12;4380;4626;1836;3035;;
URGENCES2;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;GEN;568;931;1;IAO;36377;4329;11329;7565;2626;952;1;;;2;;;501;161;110;;8;2928;1392;316;1163;1;1
URGENCES2;2020;380000406;HOPITAL DE VOIRON;380780080;GEN;336;574;1;IAO;29234;4096;9610;4546;;;;;;;;;;;;;6;;3094;405;3154;;
URGENCES2;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;GEN;552;1008;1;IAO;30917;4723;1931;6318;2560;36;0;;;0;;;692;239;15;;10;3650;10513;6137;5516;1;1
URGENCES2;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;GEN;168;238;1;IAO;15216;767;3568;451;199;6;;;;;;;;;;;3;1095;1154;954;204;1;1
URGENCES2;2020;380782722;HOPITAL SUD - CHU38;380780080;GEN;212;196;1;IAO;15977;972;3369;1680;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0
URGENCES2;2020;380785956;CLINIQUE DES CEDRES;380795211;GEN;203;507;1;IAO;21075;1928;1765;2896;643;39;;;;;;;;;;;12;4392;1789;1107;682;1;1
URGENCES2;2020;390000040;CH LONS;390780146;GEN;336;588;1;IAO;36181;4827;6865;7431;2666;765;;;;;;;;;;;13;4758;4919;1350;4650;1;1
URGENCES2;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;GEN;168;168;0;;10061;1168;1779;2197;747;29;;;;;;;354;;;;4;1464;1636;305;1605;1;1
URGENCES2;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;GEN;456;672;1;IAOMAO;24466;3460;4810;7073;2213;781;42;27;0;;;;;;;;4;1464;2299;1244;1130;1;1
URGENCES2;2020;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;500;756;1;IAO;39145;6055;6484;7796;4037;1365;52;3;0;0;0;0;557;71;19;;10;3650;6827;2568;4769;1;0
URGENCES2;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;GEN;500;672;1;IAOMAO;32609;6469;6266;11035;3749;920;290;77;4;0;0;0;200;;23;;10;;3288;1249;2217;1;1
URGENCES2;2020;400015103;GCS PAYS DE L'ADOUR;400015095;GEN;168;252;1;IAO;8142;1670;1178;1129;;;;;;;;;;;;;4;1464;1561;1224;357;1;1
URGENCES2;2020;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;599;763;1;IAO;46169;5391;11991;8290;2598;1148;332;9;10;;;;478;114;50;;11;4464;1523;192;2483;1;0
URGENCES2;2020;410000038;CH VENDOME - MONTOIRE;410000095;GEN;298;483;1;IAO;17575;3185;2561;3295;1528;26;81;4;2;;;;707;171;86;;6;2190;2156;745;1845;1;0
URGENCES2;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;GEN;406;504;1;IAO;20998;3068;4803;5440;1692;648;59;41;0;;;;;;;;4;1464;2544;568;2220;1;1
URGENCES2;2020;420000010;CH DE ROANNE;420780033;GEN;280;823;1;IAO;36743;4372;11868;5368;1394;1145;611;270;7;51;13;;1038;400;57;;8;2928;3577;1320;2294;1;1
URGENCES2;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;GEN;376;924;1;IAO;19140;2293;4879;4899;1545;424;192;7;1;0;0;0;;;;;6;2196;3749;1382;3136;1;1
URGENCES2;2020;420000234;CH DE FIRMINY;420780652;GEN;411;756;1;IAO;27001;3531;5831;7998;2683;568;;;;;;;;;;;10;3650;6997;3487;3817;0;1
URGENCES2;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;GEN;168;252;1;IAO;14001;2216;2387;2057;967;12;40;18;3;;;;;48;29;;6;2196;1810;354;1909;1;1
URGENCES2;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;GEN;252;667;1;IAO;26584;2506;3536;4519;1278;71;;;;;;;;;;;6;2190;1917;1552;386;1;1
URGENCES2;2020;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;GEN;299;355;1;IAO;21932;1355;3575;;;;;;;;;;;;;;6;2190;3637;3104;536;1;1
URGENCES2;2020;420780637;CH DU GIER - MCO;420002495;GEN;274;96;1;IAO;21372;2837;3770;4834;1887;87;4;3;0;0;0;0;215;22;44;;6;1668;2100;561;1673;0;1
URGENCES2;2020;420782310;CLINIQUE DU RENAISON;420000853;GEN;252;504;1;IAO;22889;2341;2154;4905;1062;44;;;;;;;;;;;6;2190;3389;2883;507;1;1
URGENCES2;2020;420785354;HOPITAL NORD - CHU42;420784878;GEN;650;1260;1;MAO;55622;5562;2854;16905;3848;354;;;;;;;;;;;17;6222;13325;5843;7820;1;1
URGENCES2;2020;420785354;HOPITAL NORD - CHU42;420784878;PED;394;820;1;IAOMAO;21828;;;;;;;;;;;;;;;3782;2;732;3755;2732;1029;;
URGENCES2;2020;430000117;CH EMILE ROUX LE PUY;430000018;GEN;543;756;1;IAO;37239;5185;5931;13933;3750;1014;54;41;0;;;;;;;;8;2928;2645;2260;395;0;
URGENCES2;2020;430000190;CH DE BRIOUDE;430000034;GEN;168;168;0;;9962;;;1937;;;;;;;;;438;;;;4;1464;635;99;584;1;1
URGENCES2;2020;440000016;CH DE SAINT NAZAIRE;440000057;GEN;561;1596;1;IAOMAO;66591;7053;12917;23253;5148;2321;69;2;1;;;;;;;;10;3650;8894;3983;5741;;
URGENCES2;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;GEN;1070;2701;1;IAOMAO;69307;8185;3265;14649;4406;279;1940;49;111;;;;1655;241;64;;20;7320;3679;953;5232;1;1
URGENCES2;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;PED;450;578;1;IAOMAO;32554;;;;;;;;;;;;;;;4038;9;3294;706;233;597;;
URGENCES2;2020;440000396;CH ERDRE ET LOIRE;440053643;GEN;238;420;1;IAOMAO;14784;2320;2639;3134;1349;53;8;7;;;;;;;;;4;1464;1609;303;1571;0;0
URGENCES2;2020;440000503;CH CNP SITE CHATEAUBRIANT;440000313;GEN;168;389;1;IAO;18191;2641;3802;;;;;;;;;;;;;;4;1464;3616;1894;1792;0;1
URGENCES2;2020;440041580;L'HOPITAL PRIVE DU CONFLUENT;440041572;GEN;442;936;1;IAO;28193;5044;832;8176;2675;79;;;;;;;1522;732;9;;8;2920;3097;687;2641;1;0
URGENCES2;2020;450000047;CH DEZARNAULDS - GIEN;450000096;GEN;245;672;1;IAO;25570;;;6275;;;14;;;0;;;41;;;;10;3650;2848;726;2185;0;1
URGENCES2;2020;450000062;CH AGGLOMERATION MONTARGOISE;450000104;GEN;664;879;1;IAO;53353;5592;15417;6888;2646;783;212;7;9;;;;260;77;5;;8;2598;2995;1602;1528;1;1
URGENCES2;2020;450000070;CH PITHIVIERS;450000112;GEN;168;168;1;IAO;10353;1601;1437;1816;797;10;0;0;0;0;0;0;174;43;18;;4;1464;1359;259;1233;0;0
URGENCES2;2020;450000294;ORELIANCE - REINE BLANCHE;450000591;GEN;252;981;1;IAO;29841;2631;2989;2479;843;19;;;;;;;5491;373;413;;8;2920;511;55;575;0;0
URGENCES2;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;GEN;697;1627;1;IAOMAO;57007;;;13101;;;;;;;;;;;;;10;;1329;84;1705;1;1
URGENCES2;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;PED;630;595;1;IAO;27080;;;;;;;;;;;;;;;3406;6;;1007;604;451;;
URGENCES2;2020;460000045;CH FIGEAC SITE MAQUISARDS;460780083;GEN;39;35;1;IAO;12792;2122;2066;2885;1182;74;1;1;;0;0;0;154;25;17;;2;732;765;457;309;0;1
URGENCES2;2020;460000052;CH ST JACQUES ST CERE;460780091;GEN;97;195;0;;9176;1529;1616;1610;714;10;12;11;0;;;;355;89;30;;4;1460;1242;423;870;;
URGENCES2;2020;460000102;CH JEAN COULON GOURDON;460780208;GEN;168;336;0;;8392;1577;1181;2195;912;41;;;;;;;;;;;3;;1011;422;696;0;1
URGENCES2;2020;460000110;CH JEAN ROUGIER CAHORS;460780216;GEN;168;525;1;IAO;21578;3237;2448;6473;1802;409;;;;;;;;;;;6;2196;2591;1320;1324;1;1
URGENCES2;2020;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;GEN;336;455;1;IAO;21878;2593;2150;4271;1201;94;;;;;;;;;;;10;3660;1877;939;1126;1;1
URGENCES2;2020;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;GEN;314;672;1;IAO;30587;4331;6344;7233;2473;770;;;;;;;;;;;6;2190;3717;1599;2258;1;1
URGENCES2;2020;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;GEN;308;420;1;IAO;27780;4205;5115;5701;;;;;;;;;978;;;;5;365;4716;2670;2202;1;1
URGENCES2;2020;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;GEN;252;336;1;IAO;20306;3885;3285;;;;;;;;;;;;;;3;1098;3598;1409;2342;;
URGENCES2;2020;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;GEN;168;336;0;;17815;2157;3238;3863;1095;308;9;6;0;;;;;;;;4;1464;1226;512;749;0;1
URGENCES2;2020;490000049;CHR ANGERS SITE LARREY;490000031;GEN;603;1252;1;MAO;51755;9234;1676;13303;4921;129;39;26;0;0;0;0;1744;255;86;;13;4758;7111;1936;5578;1;1
URGENCES2;2020;490000049;CHR ANGERS SITE LARREY;490000031;PED;203;481;1;IAO;20919;;;;;;;;;;;;;;;3203;8;2928;1596;902;699;;
URGENCES2;2020;490000635;CH DE CHOLET;490000676;GEN;456;1330;1;IAO;54018;6557;15177;11848;3843;1399;297;17;9;;;;;;;;8;2928;2418;689;1864;0;1
URGENCES2;2020;490001765;CH DE SAUMUR;490528452;GEN;238;493;1;IAO;26411;3449;7389;3765;1624;455;42;8;0;;;;631;160;12;;8;2920;4651;2416;2554;0;1
URGENCES2;2020;490014909;CLINIQUE DE L'ANJOU;490008109;GEN;322;596;1;IAO;28812;;;4696;;;;;;;;;;;;;7;2562;826;665;161;1;1
URGENCES2;2020;500000021;CHAG - SITE AVRANCHES;500000054;GEN;273;504;1;IAO;24174;4166;2230;5728;2412;133;;;;;;;524;143;14;;4;1460;2478;525;2207;1;0
URGENCES2;2020;500000187;CHPC - SITE CHERBOURG;500000013;GEN;469;1000;1;IAO;40418;6032;4006;11145;3919;138;2;1;0;1;0;0;800;79;6;;12;4392;5425;2369;3473;1;0
URGENCES2;2020;500000260;CHAG - SITE GRANVILLE;500000054;GEN;196;168;1;IAO;13407;2105;1972;3228;1183;65;2;7;;;;;106;29;3;;4;1460;2015;896;1197;0;0
