Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nouvelle-Zélande,NZL,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,6,6,8,8,8,8,9,10,10,10,10,10,9,9,9,9,8,8,8
Pays membres de l'OCDE,OED,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,4,4,5,5,6,6,7,7,7,7,7,7,7,7,6,6,7,6,5,5
Autres petits états,OSS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,7,9,11,14,14,14,14,14,15,15,14,13,13,13,13,13,13,11,11,11
Panama,PAN,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,9,10,11,11,11,12,12,12,12,12,11,11,12,12,12,12,11,11,10
Pérou,PER,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,10,10,13,14,15,15,15,16,16,15,14,14,14,14,14,14,13,12,11
Philippines,PHL,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,11,11,14,14,14,14,14,15,15,14,13,13,12,12,12,12,12,12,12
Palaos,PLW,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
Papouasie-Nouvelle-Guinée,PNG,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,6,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,8,9,9
Pologne,POL,Control of Corruption: Number of Sources,CC.NO.SRC,8,,8,9,10,10,12,12,13,13,14,15,15,14,13,13,13,13,13,13,12,12,12
de Pré-dividende démographique,PRE,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Porto Rico,PRI,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,1,2,3,3,4,4,4,4,4,4,4,3,3,2,2,2,2,3
"Corée, République démocratique de",PRK,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,6,6,5,5,6,6,6,6,6,5,6,6,6,6,6,6,5,5
Portugal,PRT,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,10,10,11,11,11,11,11,11,11,11,10,10,10
Paraguay,PRY,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,9,10,12,12,12,12,12,12,13,13,12,12,12,12,12,12,10,10,10
Cisjordanie et Gaza,PSE,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,3,3,4,4,4,5,6,6,6,5,5,5,5,5,4,5,5,5,4
Petits états insulaires du Pacifique,PSS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
de Post-dividende démographique,PST,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Polynésie française,PYF,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,4,4,5,6,6,6,10,10,9,9,9,9,8,8,8,8,8,7,7,7
Roumanie,ROU,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,9,11,11,14,14,13,13,14,15,15,14,14,14,13,13,13,13,12,12,12
Fédération de Russie,RUS,Control of Corruption: Number of Sources,CC.NO.SRC,8,,8,9,10,10,13,13,13,13,13,14,14,13,12,12,12,12,12,12,10,9,8
Rwanda,RWA,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,3,6,7,9,9,9,10,12,12,12,13,12,12,11,11,11,11,10,11,10
Asie du Sud,SAS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Arabie saoudite,SAU,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,5,5,5,6,7,8,9,9,8,9,9,8,7,8,8,8,8,7,7,7
Soudan,SDN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,7,8,9,10,10,10,11,11,11,12,12,12,12,12,12,12,11,12,11
Sénégal,SEN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,8,10,13,14,14,13,14,15,15,16,15,15,15,15,15,15,14,13,13
Singapour,SGP,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,9,9,11,11,11,11,11,12,12,12,11,11,11,11,11,11,10,10,10
Îles Salomon,SLB,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,2,4,4,5,5,5,6,6,6,6,6,6,5,4,4,4,4,6,6
Sierra Leone,SLE,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,5,7,8,10,10,11,12,12,13,16,16,15,15,14,14,14,13,13,13,13
El Salvador,SLV,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,9,9,10,10,10,12,12,13,14,14,13,13,13,13,13,13,12,12,11
Saint-Marin,SMR,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
Somalie,SOM,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,6,6,6,6,8,8,8,9,9,8,9,9,9,9,9,8,8,8
Serbie,SRB,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,8,8,9,11,11,11,12,12,12,13,12,12,12,11,11,11,11,9,9,9
Afrique subsaharienne (hors revenu élevé),SSA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Soudan du Sud,SSD,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,1,3,7,8,9,10,9,9,9,9,7,7,7
Afrique subsaharienne,SSF,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Petits états,SST,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Sao Tomé-et-Principe,STP,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,5,6,6,6,5,6,6,6,7,7,7,7,8,9,8,8,7,7
Suriname,SUR,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,3,4,4,5,5,5,6,7,7,8,8,6,5,5,5,5,5,5,5,5
République slovaque,SVK,Control of Corruption: Number of Sources,CC.NO.SRC,7,,8,9,9,9,10,10,10,12,13,13,13,13,13,13,12,12,12,12,11,12,12
Slovénie,SVN,Control of Corruption: Number of Sources,CC.NO.SRC,8,,8,9,9,9,10,10,10,11,12,11,13,13,13,13,12,12,12,12,12,12,12
Suède,SWE,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,6,6,9,9,9,9,9,10,10,10,10,10,11,11,11,11,10,10,10
Eswatini,SWZ,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,4,5,5,5,5,6,7,8,9,8,8,7,7,8,8,7,7,8
Sint Maarten (Dutch part),SXM,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,4,4,4,3,4,4,4,5,6,6,6,5,6,6,6,5,4,4
République arabe syrienne,SYR,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,7,7,8,9,9,10,10,10,9,9,8,8,7,6,5,5,5,6,6
Îles Turques-et-Caïques,TCA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Tchad,TCD,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,4,6,7,10,10,10,10,10,10,10,11,11,11,11,11,11,11,10,10,10
Asie de l’Est et Pacifique (BIRD et IDA),TEA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Europe et Asie centrale (BIRD et IDA),TEC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,8,10,10,9,9,10,11,11,12,12,13,13,13,13,13,12,12,12
Thaïlande,THA,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,10,11,13,14,14,14,13,14,14,14,13,13,13,12,12,12,11,11,11
Tadjikistan,TJK,Control of Corruption: Number of Sources,CC.NO.SRC,3,,4,5,6,9,12,12,12,12,11,12,12,10,11,11,11,10,10,11,9,9,8
Turkménistan,TKM,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5
Amérique latine et Caraïbes (BIRD et IDA),TLA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Control of Corruption: Number of Sources,CC.NO.SRC,,,2,3,4,5,6,8,8,9,8,8,8,8,7,6,6,5,6,6,6,6,6
Afrique du Nord et Moyen-Orient (BIRD et IDA),TMN,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4
Asie du Sud (BIRD et IDA),TSA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Afrique subsaharienne (BIRD et IDA),TSS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Trinité-et-Tobago,TTO,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,5,6,6,7,7,6,6,7,7,8,8,7,8,8,7,8,8,8,8,7
Tunisie,TUN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,6,8,8,9,9,10,10,10,11,12,14,13,13,13,13,13,13,12,12,11
Turquie,TUR,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,11,11,13,13,14,14,14,15,15,14,13,13,12,11,11,12,10,9,9
Tuvalu,TUV,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
Tanzanie,TZA,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,9,11,13,13,13,14,15,15,16,16,15,15,15,15,15,15,14,13,13
Ouganda,UGA,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,8,10,11,14,14,15,15,15,16,16,16,15,15,15,15,15,15,14,12,12
Ukraine,UKR,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,9,9,11,13,13,13,13,14,14,13,13,13,12,12,12,12,10,9,9
"Revenu intermédiaire, tranche supérieure",UMC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,9,9,11,11,9,11,11,11,13,13,13,13,13,13,13,13,11,10,10
États-Unis,USA,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,7,8,8,12,12,12,12,12,13,13,12,12,12,11,11,11,11,10,10,10
Ouzbékistan,UZB,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,6,6,8,10,10,10,10,10,11,12,12,12,11,11,11,11,11,9,10,10
Saint-Vincent-et-les Grenadines,VCT,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
Venezuela,VEN,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,9,11,11,14,14,14,15,15,16,16,15,14,14,14,14,13,13,12,11,10
Îles Vierges britanniques,VGB,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Îles Vierges (EU),VIR,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Viet Nam,VNM,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,8,9,11,14,14,14,14,15,16,16,15,14,14,12,12,11,11,10,10,10
Vanuatu,VUT,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,2,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6
Monde,WLD,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4
Kosovo,XKX,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,2,3,3,4,5,6,8,9,9,9,8,9,9,8,8,8,8,7,8,9
"Yémen, Rép. du",YEM,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,6,7,8,11,11,11,11,12,13,12,11,10,9,10,10,9,9,9,8,8
Afrique du Sud,ZAF,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,10,11,14,14,13,14,14,15,15,15,14,14,14,14,14,14,13,11,11
Zambie,ZMB,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,10,10,12,12,13,14,14,14,15,16,14,15,14,14,14,14,14,12,12
Zimbabwe,ZWE,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,8,10,11,14,14,14,14,15,15,16,16,14,15,15,15,15,15,13,12,12
